21000.00,401000.00
35000.00,402000.00
24000.00,403000.00
21000.00,402000.00
18000.00,400000.00
22000.00,401000.00
21000.00,400000.00
21000.00,402000.00
20000.00,402000.00
21000.00,401000.00
21000.00,401000.00
22000.00,400000.00
21000.00,400000.00
23000.00,399000.00
20000.00,401000.00
23000.00,400000.00
20000.00,400000.00
20000.00,399000.00
21000.00,399000.00
20000.00,399000.00
20000.00,400000.00
21000.00,399000.00
21000.00,398000.00
22000.00,399000.00
21000.00,399000.00
23000.00,398000.00
21000.00,398000.00
20000.00,400000.00
22000.00,399000.00
19000.00,398000.00
23000.00,399000.00
23000.00,398000.00
22000.00,398000.00
21000.00,398000.00
23000.00,397000.00
19000.00,398000.00
21000.00,397000.00
21000.00,398000.00
21000.00,398000.00
19000.00,398000.00
21000.00,397000.00
20000.00,397000.00
21000.00,398000.00
21000.00,397000.00
22000.00,395000.00
22000.00,397000.00
20000.00,396000.00
21000.00,397000.00
22000.00,396000.00
22000.00,396000.00
21000.00,397000.00
21000.00,396000.00
24000.00,398000.00
20000.00,396000.00
23000.00,396000.00
21000.00,395000.00
19000.00,397000.00
21000.00,398000.00
22000.00,395000.00
274000.00,394000.00
392000.00,384000.00
23000.00,393000.00
141000.00,401000.00
739000.00,386000.00
736000.00,380000.00
738000.00,387000.00
737000.00,416000.00
781000.00,400000.00
766000.00,431000.00
775000.00,408000.00
774000.00,407000.00
776000.00,442000.00
773000.00,449000.00
771000.00,449000.00
778000.00,449000.00
775000.00,431000.00
779000.00,443000.00
773000.00,434000.00
774000.00,470000.00
774000.00,475000.00
777000.00,446000.00
773000.00,459000.00
777000.00,482000.00
774000.00,465000.00
775000.00,483000.00
772000.00,484000.00
775000.00,462000.00
773000.00,463000.00
775000.00,496000.00
776000.00,472000.00
772000.00,482000.00
776000.00,498000.00
773000.00,468000.00
776000.00,491000.00
776000.00,502000.00
775000.00,503000.00
771000.00,504000.00
783000.00,480000.00
766000.00,475000.00
771000.00,494000.00
774000.00,490000.00
781000.00,485000.00
776000.00,513000.00
772000.00,513000.00
773000.00,486000.00
771000.00,490000.00
772000.00,496000.00
772000.00,484000.00
774000.00,513000.00
771000.00,484000.00
769000.00,513000.00
773000.00,486000.00
780000.00,510000.00
774000.00,511000.00
771000.00,506000.00
771000.00,493000.00
773000.00,515000.00
774000.00,510000.00
775000.00,502000.00
772000.00,500000.00
774000.00,522000.00
775000.00,491000.00
775000.00,493000.00
774000.00,523000.00
773000.00,487000.00
771000.00,498000.00
95000.00,508000.00
36000.00,506000.00
23000.00,503000.00
24000.00,507000.00
20000.00,506000.00
18000.00,506000.00
21000.00,499000.00
18000.00,504000.00
20000.00,498000.00
19000.00,500000.00
19000.00,497000.00
20000.00,491000.00
21000.00,489000.00
19000.00,491000.00
21000.00,492000.00
20000.00,492000.00
19000.00,488000.00
21000.00,491000.00
20000.00,487000.00
18000.00,484000.00
17000.00,487000.00
18000.00,486000.00
20000.00,486000.00
20000.00,485000.00
19000.00,481000.00
18000.00,484000.00
19000.00,483000.00
17000.00,480000.00
20000.00,476000.00
18000.00,475000.00
18000.00,478000.00
19000.00,479000.00
20000.00,479000.00
19000.00,475000.00
20000.00,471000.00
21000.00,475000.00
19000.00,472000.00
19000.00,475000.00
16000.00,469000.00
19000.00,469000.00
21000.00,469000.00
19000.00,470000.00
19000.00,470000.00
19000.00,471000.00
17000.00,470000.00
26000.00,466000.00
27000.00,470000.00
29000.00,464000.00
26000.00,467000.00
26000.00,463000.00
26000.00,467000.00
27000.00,461000.00
26000.00,461000.00
25000.00,462000.00
20000.00,459000.00
20000.00,461000.00
18000.00,465000.00
21000.00,458000.00
20000.00,460000.00
18000.00,458000.00
21000.00,460000.00
19000.00,456000.00
21000.00,458000.00
16000.00,458000.00
20000.00,453000.00
19000.00,458000.00
20000.00,458000.00
18000.00,455000.00
23000.00,452000.00
16000.00,456000.00
16000.00,458000.00
19000.00,456000.00
19000.00,452000.00
18000.00,455000.00
19000.00,449000.00
21000.00,450000.00
30000.00,449000.00
22000.00,449000.00
21000.00,451000.00
17000.00,454000.00
20000.00,449000.00
24000.00,450000.00
22000.00,450000.00
20000.00,452000.00
22000.00,445000.00
21000.00,450000.00
21000.00,451000.00
20000.00,446000.00
19000.00,449000.00
24000.00,445000.00
17000.00,446000.00
19000.00,447000.00
19000.00,447000.00
21000.00,445000.00
20000.00,449000.00
19000.00,449000.00
18000.00,448000.00
21000.00,442000.00
20000.00,445000.00
22000.00,441000.00
16000.00,446000.00
20000.00,440000.00
20000.00,445000.00
21000.00,439000.00
20000.00,445000.00
19000.00,445000.00
21000.00,443000.00
19000.00,445000.00
18000.00,443000.00
20000.00,443000.00
28000.00,439000.00
19000.00,442000.00
19000.00,439000.00
18000.00,443000.00
19000.00,442000.00
20000.00,439000.00
19000.00,442000.00
22000.00,440000.00
19000.00,442000.00
21000.00,435000.00
7000.00,440000.00
22000.00,436000.00
20000.00,436000.00
21000.00,441000.00
27000.00,433000.00
21000.00,438000.00
19000.00,439000.00
21000.00,433000.00
21000.00,433000.00
20000.00,437000.00
23000.00,433000.00
19000.00,432000.00
18000.00,435000.00
21000.00,436000.00
19000.00,431000.00
20000.00,437000.00
21000.00,433000.00
20000.00,431000.00
19000.00,436000.00
19000.00,430000.00
19000.00,433000.00
18000.00,434000.00
21000.00,433000.00
20000.00,431000.00
20000.00,431000.00
22000.00,433000.00
19000.00,435000.00
21000.00,433000.00
21000.00,429000.00
20000.00,434000.00
19000.00,428000.00
20000.00,429000.00
21000.00,430000.00
21000.00,431000.00
20000.00,430000.00
19000.00,429000.00
20000.00,431000.00
21000.00,426000.00
20000.00,429000.00
19000.00,428000.00
20000.00,430000.00
19000.00,429000.00
20000.00,432000.00
19000.00,429000.00
29000.00,427000.00
21000.00,430000.00
19000.00,426000.00
20000.00,426000.00
22000.00,430000.00
20000.00,430000.00
23000.00,427000.00
20000.00,431000.00
21000.00,429000.00
21000.00,426000.00
20000.00,431000.00
19000.00,429000.00
23000.00,425000.00
20000.00,424000.00
22000.00,426000.00
21000.00,428000.00
19000.00,426000.00
21000.00,423000.00
20000.00,423000.00
19000.00,430000.00
20000.00,421000.00
21000.00,426000.00
20000.00,429000.00
20000.00,428000.00
19000.00,428000.00
22000.00,424000.00
20000.00,426000.00
19000.00,428000.00
28000.00,427000.00
21000.00,427000.00
18000.00,421000.00
22000.00,428000.00
21000.00,428000.00
19000.00,427000.00
19000.00,426000.00
22000.00,421000.00
19000.00,423000.00
17000.00,428000.00
21000.00,421000.00
21000.00,425000.00
20000.00,422000.00
20000.00,421000.00
19000.00,423000.00
19000.00,420000.00
21000.00,420000.00
19000.00,426000.00
22000.00,421000.00
23000.00,419000.00
25000.00,424000.00
24000.00,425000.00
17000.00,425000.00
20000.00,421000.00
22000.00,420000.00
22000.00,426000.00
22000.00,424000.00
21000.00,423000.00
23000.00,418000.00
20000.00,421000.00
21000.00,419000.00
21000.00,423000.00
21000.00,424000.00
21000.00,420000.00
21000.00,423000.00
17000.00,423000.00
19000.00,423000.00
20000.00,424000.00
20000.00,424000.00
19000.00,421000.00
21000.00,417000.00
21000.00,422000.00
19000.00,422000.00
21000.00,420000.00
20000.00,422000.00
20000.00,417000.00
20000.00,423000.00
21000.00,421000.00
21000.00,421000.00
22000.00,418000.00
21000.00,422000.00
21000.00,419000.00
19000.00,423000.00
18000.00,421000.00
20000.00,421000.00
18000.00,419000.00
21000.00,419000.00
22000.00,418000.00
22000.00,417000.00
19000.00,419000.00
21000.00,423000.00
23000.00,416000.00
21000.00,418000.00
19000.00,422000.00
21000.00,414000.00
21000.00,421000.00
22000.00,416000.00
21000.00,421000.00
22000.00,418000.00
22000.00,417000.00
20000.00,419000.00
22000.00,421000.00
21000.00,416000.00
21000.00,418000.00
20000.00,421000.00
21000.00,419000.00
21000.00,416000.00
21000.00,420000.00
19000.00,422000.00
19000.00,423000.00
21000.00,420000.00
20000.00,417000.00
23000.00,414000.00
21000.00,418000.00
22000.00,421000.00
22000.00,414000.00
17000.00,420000.00
21000.00,414000.00
23000.00,416000.00
21000.00,421000.00
20000.00,421000.00
21000.00,415000.00
19000.00,419000.00
24000.00,420000.00
20000.00,414000.00
22000.00,420000.00
24000.00,417000.00
21000.00,415000.00
21000.00,419000.00
22000.00,421000.00
19000.00,416000.00
19000.00,421000.00
18000.00,418000.00
20000.00,418000.00
19000.00,417000.00
20000.00,419000.00
20000.00,416000.00
22000.00,416000.00
19000.00,419000.00
23000.00,419000.00
22000.00,415000.00
18000.00,415000.00
22000.00,420000.00
21000.00,415000.00
21000.00,420000.00
18000.00,420000.00
21000.00,415000.00
18000.00,419000.00
20000.00,420000.00
20000.00,414000.00
22000.00,418000.00
19000.00,417000.00
20000.00,416000.00
19000.00,420000.00
21000.00,418000.00
21000.00,418000.00
19000.00,420000.00
23000.00,418000.00
19000.00,419000.00
19000.00,412000.00
18000.00,419000.00
21000.00,417000.00
19000.00,415000.00
15000.00,418000.00
21000.00,420000.00
19000.00,413000.00
19000.00,418000.00
19000.00,413000.00
18000.00,418000.00
19000.00,420000.00
21000.00,415000.00
19000.00,416000.00
20000.00,414000.00
21000.00,413000.00
22000.00,412000.00
22000.00,418000.00
21000.00,413000.00
22000.00,417000.00
20000.00,415000.00
19000.00,419000.00
20000.00,415000.00
21000.00,413000.00
21000.00,413000.00
20000.00,419000.00
20000.00,420000.00
21000.00,417000.00
20000.00,412000.00
20000.00,413000.00
20000.00,418000.00
18000.00,419000.00
22000.00,418000.00
21000.00,414000.00
19000.00,416000.00
21000.00,416000.00
18000.00,417000.00
20000.00,418000.00
20000.00,418000.00
20000.00,415000.00
18000.00,417000.00
20000.00,418000.00
19000.00,419000.00
22000.00,414000.00
19000.00,419000.00
22000.00,413000.00
20000.00,414000.00
