193000.00,380000.00
194000.00,396000.00
197000.00,388000.00
194000.00,383000.00
196000.00,388000.00
197000.00,403000.00
197000.00,399000.00
200000.00,388000.00
197000.00,403000.00
199000.00,385000.00
199000.00,388000.00
200000.00,387000.00
200000.00,389000.00
202000.00,389000.00
193000.00,404000.00
193000.00,394000.00
197000.00,405000.00
196000.00,403000.00
194000.00,396000.00
193000.00,406000.00
197000.00,407000.00
195000.00,409000.00
195000.00,398000.00
195000.00,391000.00
194000.00,405000.00
197000.00,394000.00
194000.00,404000.00
198000.00,396000.00
198000.00,407000.00
199000.00,410000.00
196000.00,408000.00
197000.00,398000.00
197000.00,401000.00
197000.00,402000.00
195000.00,393000.00
201000.00,412000.00
197000.00,389000.00
194000.00,411000.00
194000.00,400000.00
195000.00,412000.00
195000.00,401000.00
193000.00,406000.00
192000.00,398000.00
194000.00,404000.00
197000.00,398000.00
194000.00,401000.00
195000.00,405000.00
194000.00,404000.00
195000.00,404000.00
197000.00,413000.00
193000.00,392000.00
193000.00,400000.00
197000.00,399000.00
193000.00,394000.00
193000.00,406000.00
196000.00,407000.00
193000.00,410000.00
195000.00,396000.00
196000.00,402000.00
193000.00,393000.00
193000.00,399000.00
193000.00,402000.00
193000.00,402000.00
193000.00,397000.00
196000.00,414000.00
200000.00,394000.00
213000.00,399000.00
221000.00,396000.00
221000.00,403000.00
222000.00,409000.00
217000.00,406000.00
220000.00,414000.00
222000.00,399000.00
219000.00,411000.00
222000.00,395000.00
220000.00,393000.00
219000.00,407000.00
219000.00,412000.00
222000.00,399000.00
217000.00,411000.00
220000.00,400000.00
219000.00,394000.00
223000.00,394000.00
216000.00,404000.00
220000.00,393000.00
218000.00,395000.00
223000.00,409000.00
220000.00,415000.00
219000.00,401000.00
218000.00,408000.00
220000.00,416000.00
220000.00,414000.00
221000.00,398000.00
222000.00,400000.00
221000.00,409000.00
220000.00,407000.00
218000.00,397000.00
218000.00,397000.00
218000.00,401000.00
225000.00,409000.00
222000.00,413000.00
224000.00,410000.00
222000.00,394000.00
223000.00,416000.00
221000.00,415000.00
224000.00,413000.00
222000.00,399000.00
223000.00,412000.00
223000.00,398000.00
220000.00,395000.00
218000.00,393000.00
223000.00,398000.00
224000.00,417000.00
223000.00,415000.00
222000.00,406000.00
223000.00,416000.00
223000.00,408000.00
221000.00,414000.00
221000.00,394000.00
221000.00,414000.00
219000.00,404000.00
221000.00,408000.00
223000.00,406000.00
224000.00,417000.00
219000.00,393000.00
220000.00,393000.00
220000.00,397000.00
224000.00,409000.00
224000.00,412000.00
224000.00,415000.00
220000.00,401000.00
224000.00,412000.00
224000.00,413000.00
225000.00,416000.00
224000.00,416000.00
224000.00,402000.00
219000.00,405000.00
225000.00,413000.00
223000.00,412000.00
221000.00,394000.00
221000.00,414000.00
225000.00,409000.00
224000.00,410000.00
226000.00,414000.00
221000.00,401000.00
223000.00,398000.00
223000.00,416000.00
220000.00,394000.00
223000.00,412000.00
219000.00,410000.00
222000.00,414000.00
222000.00,407000.00
222000.00,402000.00
225000.00,400000.00
224000.00,414000.00
225000.00,405000.00
222000.00,414000.00
225000.00,405000.00
220000.00,415000.00
220000.00,409000.00
223000.00,409000.00
224000.00,415000.00
225000.00,414000.00
222000.00,396000.00
224000.00,396000.00
221000.00,405000.00
223000.00,402000.00
225000.00,394000.00
226000.00,406000.00
223000.00,401000.00
